SimTime,X_true,Y_true,Heading_true,Vx_true,Vy_true,RotVel_true,X_est,Y_est,Heading_est,Vx_est,Vy_est,Ax_est,Ay_est,x_meas,y_meas,vx_meas,vy_meas,LateralError,HeadingError,CurrentSegment,DistanceToNext,LateralControl,HeadingControl,u_psi,P_trace,K_x_gain,K_xdot_gain,K_y_gain,K_ydot_gain,Q_std,R_pos_std,R_vel_std,P_xx,P_xy,P_yx,P_yy
32.668,2.954,-2.583,-120.624,-0.158677,-0.268056,-43,2.95535,-2.91477,-117.695,-0.118942,-0.226594,-0.136156,0.405072,3.04946,-2.51551,-0.163731,-0.260051,0.0852343,-62.3045,3,2.95658,0.476424,-45.6598,-45.1834,0.101591,0.0222253,0.628963,0.0222253,0.628963,0.2,0.25,0.05,0.00138908,0,0,0.00138908
32.773,2.937,-2.611,-124.656,-0.182252,-0.263637,-43,2.93468,-2.93366,-125.922,-0.162898,-0.224852,-0.25235,0.235378,2.76978,-2.58208,-0.181377,-0.253198,0.0663396,-54.0778,3,2.93543,0.348081,-41.6186,-41.2705,0.106595,0.0221696,0.605383,0.0221696,0.605383,0.2,0.25,0.05,0.0013856,0,0,0.0013856
32.884,2.918,-2.638,-128.601,-0.204949,-0.256726,-43,2.92244,-2.95901,-124.612,-0.179908,-0.260672,-0.212429,-0.0201773,3.19269,-2.69403,-0.174342,-0.300946,0.0409859,-55.3877,3,2.92273,0.130642,-50.911,-50.7804,0.106478,0.0221519,0.613739,0.0221519,0.613739,0.2,0.25,0.05,0.0013845,0,0,0.0013845
33.002,2.897,-2.664,-132.633,-0.227236,-0.246828,-41,2.89723,-2.97234,-132.639,-0.200495,-0.21774,-0.192347,0.15032,2.75976,-2.44087,-0.197172,-0.193834,0.0276558,-47.361,3,2.89737,0.117785,-36.5029,-36.3851,0.102281,0.0221817,0.629923,0.0221817,0.629923,0.2,0.25,0.05,0.00138636,0,0,0.00138636
33.118,2.873,-2.689,-137.63,-0.25452,-0.232163,-43,2.8728,-2.99994,-135.672,-0.221575,-0.216437,-0.187494,0.0881675,2.87099,-3.05721,-0.220834,-0.225724,5.84221e-05,-44.3279,3,2.8728,-0.170873,-37.5418,-37.7127,0.101395,0.0222031,0.627149,0.0222031,0.627149,0.2,0.25,0.05,0.00138769,0,0,0.00138769
33.237,2.848,-2.713,-140.611,-0.270112,-0.221788,-36,2.83701,-3.02175,-146.238,-0.300466,-0.200858,-0.406542,0.105861,2.80389,-2.90276,-0.33341,-0.1985,-0.0217547,-33.7623,3,2.83709,-0.288613,-22.3953,-22.6839,0.100226,0.0222476,0.630529,0.0222476,0.630529,0.2,0.25,0.05,0.00139047,0,0,0.00139047
33.354,2.82,-2.735,-144.556,-0.292877,-0.208479,-38,2.8103,-3.03817,-147.332,-0.313182,-0.200814,-0.276423,0.0517023,3.1092,-2.68153,-0.294008,-0.210019,-0.0381666,-32.6682,3,2.81056,-0.375795,-28.5598,-28.9356,0.100742,0.0222802,0.626707,0.0222802,0.626707,0.2,0.25,0.05,0.00139251,0,0,0.00139251
33.466,2.79,-2.756,-148.588,-0.306812,-0.187367,-38,2.78479,-3.04977,-151.093,-0.323147,-0.178436,-0.200443,0.110435,3.16891,-2.67297,-0.312094,-0.170081,-0.0497652,-28.9067,3,2.78523,-0.432873,-22.9934,-23.4262,0.103434,0.0222774,0.616729,0.0222774,0.616729,0.2,0.25,0.05,0.00139234,0,0,0.00139234
33.566,2.759,-2.775,-151.569,-0.323175,-0.174969,-29,2.76121,-3.0604,-148.326,-0.240477,-0.148373,0.223432,0.185031,2.62639,-2.86817,-0.169381,-0.136286,-0.0604035,-31.6743,3,2.76187,-0.5115,-30.9978,-31.5093,0.110465,0.0221914,0.593033,0.0221914,0.593033,0.2,0.25,0.05,0.00138697,0,0,0.00138697
33.683,2.725,-2.793,-153.585,-0.346147,-0.171943,-23,2.72455,-3.07106,-159.16,-0.320856,-0.122138,-0.210278,0.199835,2.85809,-2.85299,-0.385353,-0.120457,-0.0710642,-20.8399,3,2.72547,-0.577266,-10.4218,-10.999,0.10507,0.0222073,0.625025,0.0222073,0.625025,0.2,0.25,0.05,0.00138796,0,0,0.00138796
33.784,2.692,-2.809,-156.565,-0.334434,-0.144963,-32,2.70456,-3.07441,-159.657,-0.31217,-0.115741,-0.095347,0.135901,3.14644,-2.64093,-0.294404,-0.127033,-0.0744091,-20.3429,3,2.70558,-0.559591,-17.8658,-18.4254,0.109307,0.0221235,0.600134,0.0221235,0.600134,0.2,0.25,0.05,0.00138272,0,0,0.00138272
33.901,2.655,-2.824,-158.582,-0.37191,-0.145888,-20,2.66462,-3.09488,-152.398,-0.313062,-0.16368,-0.0509937,-0.12104,2.48394,-3.09499,-0.306056,-0.201723,-0.094885,-27.6022,3,2.66631,-0.809177,-30.426,-31.2351,0.104274,0.0221389,0.626359,0.0221389,0.626359,0.2,0.25,0.05,0.00138368,0,0,0.00138368
34.014,2.615,-2.84,-160.51,-0.40489,-0.143299,-18,2.63105,-3.10691,-152.195,-0.328036,-0.172987,-0.0900306,-0.108768,2.77913,-2.80583,-0.334359,-0.171858,-0.106907,-27.8045,3,2.63322,-0.846328,-25.1852,-26.0316,0.103276,0.0221354,0.622675,0.0221354,0.622675,0.2,0.25,0.05,0.00138346,0,0,0.00138346
34.132,2.577,-2.852,-163.491,-0.374401,-0.110969,-31,2.57727,-3.11792,-161.923,-0.370847,-0.12105,-0.208242,0.143517,2.11372,-3.03539,-0.3874,-0.0833728,-0.117921,-18.0775,3,2.57996,-0.916235,-8.8508,-9.76703,0.101217,0.0221692,0.629371,0.0221692,0.629371,0.2,0.25,0.05,0.00138558,0,0,0.00138558
34.251,2.542,-2.863,-166.559,-0.359379,-0.0858891,-26,2.52967,-3.11215,-172.943,-0.374555,-0.0463662,-0.122923,0.357815,2.317,-2.58958,-0.361143,-0.0154617,-0.112146,-7.05675,3,2.53215,-0.772515,1.98393,1.21141,0.100006,0.0222149,0.631117,0.0222149,0.631117,0.2,0.25,0.05,0.00138843,0,0,0.00138843
34.352,2.502,-2.872,-167.523,-0.395923,-0.0876065,-14,2.48916,-3.12018,-169.289,-0.44661,-0.0844802,-0.367559,0.0553186,2.73854,-2.92719,-0.488163,-0.135614,-0.12018,-10.7114,3,2.49206,-0.922572,-12.8969,-13.8195,0.108135,0.0221402,0.596651,0.0221402,0.596651,0.2,0.25,0.05,0.00138376,0,0,0.00138376
34.46,2.46,-2.881,-168.487,-0.426738,-0.0869185,-4,2.43905,-3.13484,-166.986,-0.477529,-0.110371,-0.330795,-0.0742818,2.40279,-3.22216,-0.471657,-0.130613,-0.134841,-13.0142,3,2.44278,-1.06859,-13.6317,-14.7003,0.108996,0.0221053,0.606312,0.0221053,0.606312,0.2,0.25,0.05,0.00138158,0,0,0.00138158
34.578,2.414,-2.89,-167.523,-0.456459,-0.101001,1,2.39021,-3.14726,-163.549,-0.430779,-0.127204,0.0128331,-0.108167,2.3536,-3.05197,-0.380305,-0.132407,-0.147261,-16.4513,3,2.39474,-1.13607,-17.4277,-18.5638,0.10316,0.0221328,0.630169,0.0221328,0.630169,0.2,0.25,0.05,0.0013833,0,0,0.0013833
34.696,2.37,-2.899,-169.539,-0.436129,-0.0805219,-15,2.34718,-3.15476,-164.686,-0.433722,-0.118765,-0.0108387,-0.0296869,2.71908,-2.90501,-0.438214,-0.107704,-0.15476,-15.3138,3,2.35227,-1.16002,-12.9149,-14.0749,0.100516,0.0221666,0.631925,0.0221666,0.631925,0.2,0.25,0.05,0.00138541,0,0,0.00138541
34.81,2.329,-2.906,-171.468,-0.41288,-0.0619415,-19,2.30658,-3.15073,-172.675,-0.444871,-0.0571853,-0.0575023,0.217205,2.76473,-2.7299,-0.453254,-0.0199391,-0.150732,-7.32484,3,2.3115,-1.05983,-0.285247,-1.34508,0.101991,0.0221775,0.622104,0.0221775,0.622104,0.2,0.25,0.05,0.00138609,0,0,0.00138609
34.929,2.287,-2.912,-172.52,-0.416922,-0.0547416,-14,2.25793,-3.15741,-172.473,-0.431237,-0.0569808,0.0207081,0.115789,2.34943,-3.07159,-0.419669,-0.0725066,-0.157411,-7.52708,3,2.26341,-1.17377,-6.92732,-8.1011,0.100731,0.0222231,0.629422,0.0222231,0.629422,0.2,0.25,0.05,0.00138894,0,0,0.00138894
35.041,2.242,-2.918,-173.484,-0.452558,-0.0516891,-2,2.21481,-3.1441,-175.789,-0.423728,-0.0311953,0.0376987,0.152617,2.41085,-2.36805,-0.42153,-0.0272727,-0.144096,-4.21058,3,2.21949,-0.9519,-1.12448,-2.07638,0.103169,0.0222217,0.61774,0.0222217,0.61774,0.2,0.25,0.05,0.00138886,0,0,0.00138886
35.143,2.196,-2.923,-173.484,-0.459513,-0.0524834,-8,2.16511,-3.14347,-178.036,-0.466245,-0.0159892,-0.15074,0.148696,2.12559,-3.00607,-0.497308,-0.0169186,-0.143468,-1.96411,3,2.16986,-1.02854,0.214479,-0.814057,0.109333,0.0221509,0.597069,0.0221509,0.597069,0.2,0.25,0.05,0.00138443,0,0,0.00138443
35.26,2.147,-2.928,-174.536,-0.487276,-0.0466093,-2,2.10553,-3.14264,-177.517,-0.53496,-0.0231957,-0.358458,0.0458386,2.2086,-2.93105,-0.566055,-0.0389731,-0.14264,-2.48278,3,2.11035,-1.02191,-2.63347,-3.65538,0.104582,0.0221708,0.625229,0.0221708,0.625229,0.2,0.25,0.05,0.00138567,0,0,0.00138567
35.376,2.098,-2.932,-174.536,-0.500217,-0.0478471,-1,2.05353,-3.13017,179.55,-0.508798,0.00399814,-0.0943921,0.122853,2.23022,-2.58769,-0.469633,0.0142004,-0.130173,0.450221,3,2.05765,-0.859869,2.6808,1.82093,0.102001,0.022188,0.628177,0.022188,0.628177,0.2,0.25,0.05,0.00138675,0,0,0.00138675
35.498,2.048,-2.937,-174.536,-0.49723,-0.0475615,-4,1.99679,-3.12065,-179.642,-0.495601,-0.0030953,-0.00125996,0.0293533,2.12358,-2.62877,-0.482193,-0.0182144,-0.120652,-0.357844,3,2.00043,-0.812497,-0.918174,-1.73067,0.0988209,0.0222501,0.637014,0.0222501,0.637014,0.2,0.25,0.05,0.00139063,0,0,0.00139063
35.604,1.996,-2.942,-174.536,-0.516144,-0.0493706,2,1.95065,-3.11784,-175.94,-0.446528,-0.031694,0.19349,-0.10173,1.95335,-2.80118,-0.414723,-0.0538315,-0.117837,-4.05997,3,1.95421,-0.829315,-6.79729,-7.62661,0.105071,0.0222072,0.607057,0.0222072,0.607057,0.2,0.25,0.05,0.00138795,0,0,0.00138795
35.706,1.944,-2.946,-174.536,-0.516144,-0.0493706,2,1.89325,-3.11802,-176.459,-0.513596,-0.031778,-0.162611,-0.061149,1.79852,-3.01447,-0.572153,-0.0252923,-0.118018,-3.54059,3,1.89692,-0.851008,-2.72825,-3.57925,0.110641,0.0221344,0.595025,0.0221344,0.595025,0.2,0.25,0.05,0.0013834,0,0,0.0013834
35.827,1.894,-2.951,-174.536,-0.502208,-0.0480376,-8,1.83976,-3.13078,-174.546,-0.506242,-0.0483319,-0.0593591,-0.0921795,2.13117,-3.46,-0.492063,-0.0519933,-0.130783,-5.45361,3,1.8444,-1.0176,-6.33116,-7.34876,0.102928,0.0221789,0.633496,0.0221789,0.633496,0.2,0.25,0.05,0.00138618,0,0,0.00138618
35.939,1.843,-2.955,-175.5,-0.505936,-0.0398144,-4,1.78919,-3.12944,-175.207,-0.471916,-0.0395682,0.101485,-0.0205349,1.84919,-2.90856,-0.447326,-0.0290875,-0.129444,-4.7928,3,1.79387,-0.923386,-3.78252,-4.7059,0.102968,0.0221708,0.621834,0.0221708,0.621834,0.2,0.25,0.05,0.00138568,0,0,0.00138568
36.055,1.794,-2.959,-176.465,-0.488568,-0.0301843,-7,1.74022,-3.12266,-176.955,-0.487813,-0.0259535,-0.0140154,0.0351368,2.12681,-2.69756,-0.50637,-0.0185385,-0.122655,-3.04549,3,1.74453,-0.840978,-1.38527,-2.22625,0.102202,0.0221908,0.625026,0.0221908,0.625026,0.2,0.25,0.05,0.00138693,0,0,0.00138693
36.165,1.745,-2.962,-176.465,-0.493559,-0.0304926,-5,1.68904,-3.1212,-175.804,-0.465713,-0.0341642,0.0804099,-0.0173061,1.6693,-2.86839,-0.450772,-0.0430312,-0.121202,-4.19565,3,1.69338,-0.863147,-4.71712,-5.58026,0.104647,0.0221725,0.614118,0.0221725,0.614118,0.2,0.25,0.05,0.00138578,0,0,0.00138578
36.298,1.694,-2.964,-176.465,-0.507532,-0.0313559,-2,1.6264,-3.11879,-170.286,-0.526835,-0.0901883,-0.198282,-0.231978,1.98464,-2.48564,-0.566572,-0.121832,-0.11879,-9.71425,3,1.63073,-0.842232,-12.4772,-13.3194,0.0953618,0.0223116,0.65454,0.0223116,0.65454,0.2,0.25,0.05,0.00139447,0,0,0.00139447
36.415,1.644,-2.967,-177.517,-0.502028,-0.0217729,-6,1.57601,-3.12069,-173.598,-0.501147,-0.0562279,-0.0175638,-0.00180493,1.84642,-3.02904,-0.473835,-0.0207721,-0.120694,-6.40173,3,1.58062,-0.880712,-3.21347,-4.09418,0.0982456,0.0223487,0.629322,0.0223487,0.629322,0.2,0.25,0.05,0.00139679,0,0,0.00139679
36.533,1.597,-2.968,-178.481,-0.471334,-0.0124993,-13,1.51835,-3.10996,-175.972,-0.505818,-0.0356151,-0.0291379,0.0669267,1.60487,-2.45913,-0.50783,-0.0266119,-0.109964,-4.0276,3,1.52232,-0.726267,-1.81406,-2.54033,0.100285,0.022391,0.625602,0.022391,0.625602,0.2,0.25,0.05,0.00139944,0,0,0.00139944
36.638,1.548,-2.969,-179.445,-0.489477,-0.00473958,-4,1.46508,-3.11067,178.744,-0.498638,0.0109322,0.0129282,0.227134,1.40698,-3.21663,-0.491593,0.0375198,-0.110667,1.25596,3,1.46925,-0.801623,5.65914,4.85751,0.106808,0.0223396,0.602517,0.0223396,0.602517,0.2,0.25,0.05,0.00139622,0,0,0.00139622
36.743,1.497,-2.97,-179.445,-0.509476,-0.00493323,-3,1.43059,-3.10477,176.09,-0.471141,0.032202,0.108915,0.213449,2.08179,-2.93467,-0.456998,0.0296606,-0.104767,3.91002,3,1.43442,-0.713868,5.79393,5.08006,0.10979,0.0222803,0.601172,0.0222803,0.601172,0.2,0.25,0.05,0.00139252,0,0,0.00139252
36.86,1.444,-2.97,-178.481,-0.525315,-0.0139308,5,1.38038,-3.09564,178.665,-0.457205,0.0106524,0.110638,0.0187757,1.55942,-2.66827,-0.457371,-0.0190492,-0.095637,1.33469,3,1.38369,-0.632401,-0.779798,-1.4122,0.104219,0.0222922,0.627301,0.0222922,0.627301,0.2,0.25,0.05,0.00139326,0,0,0.00139326
36.978,1.393,-2.97,-178.481,-0.51332,-0.0136127,5,1.33019,-3.09767,179.781,-0.491825,0.0018762,-0.0828049,-0.022728,1.73212,-3.18833,-0.521569,-0.00405606,-0.097669,0.21857,3,1.33378,-0.715615,-0.654568,-1.37018,0.100871,0.0223161,0.632132,0.0223161,0.632132,0.2,0.25,0.05,0.00139476,0,0,0.00139476
37.08,1.34,-2.972,-178.481,-0.534312,-0.0141694,-1,1.28894,-3.08259,175.33,-0.48878,0.0399261,-0.0426483,0.132124,1.64217,-2.63851,-0.482902,0.0645824,-0.0825887,4.66985,3,1.29159,-0.488189,8.13046,7.64227,0.10766,0.0222385,0.599977,0.0222385,0.599977,0.2,0.25,0.05,0.00138991,0,0,0.00138991
37.183,1.286,-2.973,-178.481,-0.53931,-0.0143019,-1,1.23572,-3.08598,-177.376,-0.531527,-0.0243622,-0.203553,-0.192475,1.32634,-3.02791,-0.557818,-0.077144,-0.0859794,-2.62429,3,1.2387,-0.642754,-8.73537,-9.37812,0.111154,0.0221646,0.597182,0.0221646,0.597182,0.2,0.25,0.05,0.00138528,0,0,0.00138528
37.29,1.234,-2.973,-177.517,-0.52101,-0.0225961,8,1.18458,-3.08001,-177.778,-0.509675,-0.0197757,-0.0236128,-0.0929971,1.25931,-2.78098,-0.481937,-0.00499632,-0.0800059,-2.222,3,1.18728,-0.535847,-1.66142,-2.19727,0.10973,0.0221131,0.608071,0.0221131,0.608071,0.2,0.25,0.05,0.00138207,0,0,0.00138207
37.407,1.181,-2.975,-178.481,-0.531313,-0.0140898,-9,1.12487,-3.08187,-178.023,-0.529923,-0.0182937,-0.0954121,-0.0430811,1.22511,-3.10157,-0.540685,-0.0109368,-0.0818713,-1.97716,3,1.12784,-0.600953,-1.5911,-2.19205,0.103528,0.0221274,0.629788,0.0221274,0.629788,0.2,0.25,0.05,0.00138297,0,0,0.00138297
37.525,1.127,-2.976,-178.481,-0.537311,-0.0142489,-2,1.06431,-3.07918,-179.157,-0.553073,-0.00813518,-0.144948,0.0140411,1.25122,-2.93544,-0.560939,-1.38984e-05,-0.0791816,-0.842712,3,1.06725,-0.553695,0.106813,-0.446882,0.100579,0.0221581,0.632217,0.0221581,0.632217,0.2,0.25,0.05,0.00138488,0,0,0.00138488
37.648,1.073,-2.977,-179.445,-0.538475,-0.00521403,-2,1.00317,-3.08313,-179.218,-0.522266,-0.00712439,0.0399632,0.0135464,1.07365,-3.21594,-0.495133,-0.00682805,-0.083131,-0.781547,3,1.00661,-0.621661,-0.658637,-1.2803,0.0979284,0.0222313,0.638481,0.0222313,0.638481,0.2,0.25,0.05,0.00138945,0,0,0.00138945
37.765,1.018,-2.977,-179.445,-0.546974,-0.00529633,0,0.926795,-3.08371,179.605,-0.572253,0.00394426,-0.163868,0.0508873,0.555897,-3.13269,-0.602794,0.00984544,-0.0837054,0.394905,3,0.930567,-0.606213,1.26038,0.654165,0.099851,0.0222682,0.626773,0.0222682,0.626773,0.2,0.25,0.05,0.00139176,0,0,0.00139176
37.868,0.963,-2.977,-179.445,-0.544474,-0.00527212,-1,0.872948,-3.06807,176.561,-0.585068,0.0351613,-0.151941,0.145831,1.11683,-2.5471,-0.5836,0.0498839,-0.0680656,3.43922,3,0.875598,-0.380746,5.75537,5.37463,0.107593,0.0222075,0.598622,0.0222075,0.598622,0.2,0.25,0.05,0.00138797,0,0,0.00138797
37.986,0.909,-2.978,-179.445,-0.544474,-0.00527212,-1,0.810472,-3.07233,178.607,-0.582789,0.0141729,-0.075049,-0.00342742,1.03805,-3.28014,-0.571849,-0.00762043,-0.0723345,1.3931,3,0.813694,-0.546856,-0.306801,-0.853657,0.103833,0.0222389,0.625605,0.0222389,0.625605,0.2,0.25,0.05,0.00138993,0,0,0.00138993
38.104,0.855,-2.978,-178.481,-0.537311,-0.0142489,5,0.759925,-3.08265,-172.238,-0.535493,-0.0729882,0.135838,-0.34238,1.279,-3.12484,-0.505341,-0.123435,-0.0826494,-7.76165,3,0.764407,-0.658014,-13.9679,-14.6259,0.100992,0.0222713,0.631085,0.0222713,0.631085,0.2,0.25,0.05,0.00139196,0,0,0.00139196
38.213,0.8,-2.979,-178.481,-0.547308,-0.014514,-1,0.703139,-3.08896,-172.33,-0.512779,-0.069057,0.167369,-0.177608,0.692929,-3.15864,-0.507742,-0.0426939,-0.0889596,-7.67,3,0.708744,-0.682191,-6.82733,-7.50952,0.104437,0.0222444,0.613065,0.0222444,0.613065,0.2,0.25,0.05,0.00139028,0,0,0.00139028
38.331,0.749,-2.979,178.481,-0.515319,0.0136657,-12,0.635954,-3.09525,-173.922,-0.478184,-0.0509161,0.233483,-0.0218706,0.201241,-3.17879,-0.467162,-0.0272793,-0.0952489,-6.07784,3,0.643047,-0.724167,-4.25571,-4.97987,0.102217,0.0222749,0.627226,0.0222749,0.627226,0.2,0.25,0.05,0.00139218,0,0,0.00139218
38.448,0.698,-2.979,178.481,-0.499324,0.0132415,-8,0.578893,-3.10203,-173.898,-0.511794,-0.0547171,-0.00855248,-0.0263245,0.806943,-3.12518,-0.549029,-0.0553335,-0.102033,-6.10245,3,0.587816,-0.776392,-5.51113,-6.28752,0.101191,0.022301,0.627914,0.022301,0.627914,0.2,0.25,0.05,0.00139381,0,0,0.00139381
38.571,0.648,-2.978,177.517,-0.505025,0.0219029,-5,0.50533,-3.10193,-179.279,-0.564565,-0.00710153,-0.204232,0.168649,0.336565,-3.08463,-0.593031,0.0216661,-0.101929,-0.720678,3,0.515507,-0.733273,3.28927,2.556,0.0983641,0.0223703,0.637697,0.0223703,0.637697,0.2,0.25,0.05,0.00139815,0,0,0.00139815
38.681,0.597,-2.976,177.517,-0.501029,0.0217295,-6,0.454339,-3.09792,174.761,-0.54519,0.0499911,-0.0458084,0.320575,0.762182,-3.15328,-0.52054,0.0744596,-0.0979248,5.23907,4,0.464772,-0.678852,9.59133,8.91247,0.103126,0.0223521,0.614227,0.0223521,0.614227,0.2,0.25,0.05,0.00139701,0,0,0.00139701
38.795,0.544,-2.974,177.517,-0.533998,0.0231594,3,0.385492,-3.09219,175.707,-0.485444,0.0364377,0.223782,0.118197,-0.26765,-2.89944,-0.442105,0.00460186,0.207393,-40.7074,4,4.58511,3.42155,-72.9102,-69.4886,0.1039,0.0223565,0.618625,0.0223565,0.618625,0.2,0.25,0.05,0.00139728,0,0,0.00139728
38.918,0.492,-2.972,178.481,-0.509321,0.0135066,9,0.334473,-3.0783,171.376,-0.503234,0.0763198,0.0380455,0.212487,0.904026,-2.84466,-0.531881,0.0895028,0.181141,-36.3763,4,4.53813,1.15055,-29.5696,-28.419,0.0993723,0.0224201,0.637676,0.0224201,0.637676,0.2,0.25,0.05,0.00140125,0,0,0.00140125
39.025,0.445,-2.971,174.536,-0.471349,0.0450858,-43,0.291124,-3.07376,173.074,-0.493282,0.0599237,0.0538308,0.0576269,0.714721,-3.06649,-0.491689,0.0348744,0.153701,-38.0737,4,4.50327,0.922003,-35.694,-34.772,0.104611,0.0223769,0.609826,0.0223769,0.609826,0.2,0.25,0.05,0.00139856,0,0,0.00139856
39.142,0.401,-2.967,169.539,-0.434162,0.0801588,-43,0.23082,-3.06229,172.7,-0.45536,0.0583301,0.184609,0.0206059,-0.078441,-2.8351,-0.434786,0.0521695,0.119166,-37.7003,4,4.4515,0.645477,-33.6431,-32.9977,0.103026,0.0223959,0.624353,0.0223959,0.624353,0.2,0.25,0.05,0.00139975,0,0,0.00139975
39.259,0.361,-2.96,166.559,-0.395366,0.0944896,-35,0.191625,-3.05145,169.662,-0.366764,0.0669031,0.443983,0.0423815,0.381354,-2.91399,-0.328058,0.0698508,0.099121,-34.6621,4,4.41563,0.590315,-28.8587,-28.2684,0.101529,0.0224158,0.627824,0.0224158,0.627824,0.2,0.25,0.05,0.00140099,0,0,0.00140099
39.36,0.324,-2.951,162.526,-0.354357,0.111549,-33,0.157707,-3.046,168.884,-0.382104,0.0750783,0.193598,0.0597382,0.531372,-3.13553,-0.424541,0.0781518,0.078991,-33.8838,4,4.38739,0.425234,-29.8018,-29.3766,0.108651,0.0223297,0.59713,0.0223297,0.59713,0.2,0.25,0.05,0.00139561,0,0,0.00139561
39.477,0.292,-2.942,160.51,-0.320989,0.113605,-28,0.119369,-3.03256,160.126,-0.33699,0.121813,0.282291,0.220267,0.219987,-3.06281,-0.323991,0.145847,0.0613834,-25.1264,4,4.3505,0.333607,-15.8773,-15.5437,0.104551,0.0223419,0.624408,0.0223419,0.624408,0.2,0.25,0.05,0.00139637,0,0,0.00139637
39.588,0.26,-2.93,157.53,-0.318345,0.13167,-29,0.0943371,-3.03465,163.96,-0.278743,0.0801395,0.384214,-0.0371333,0.418332,-3.42267,-0.263779,0.0413365,0.0422025,-28.9599,4,4.33406,0.179441,-29.1721,-28.9927,0.104452,0.0223185,0.618515,0.0223185,0.618515,0.2,0.25,0.05,0.0013949,0,0,0.0013949
39.706,0.225,-2.916,155.513,-0.343547,0.156467,-18,0.0606513,-3.01028,143.947,-0.285467,0.207807,0.176972,0.483682,0.200682,-3.08129,-0.316821,0.285891,0.0356191,-8.94702,4,4.29294,0.216287,7.21173,7.42801,0.101708,0.0223427,0.629241,0.0223427,0.629241,0.2,0.25,0.05,0.00139642,0,0,0.00139642
39.807,0.189,-2.9,152.533,-0.345594,0.179653,-29,0.0199213,-2.99619,147.468,-0.317907,0.202782,-0.0217676,0.267491,-0.26978,-3.11265,-0.35026,0.167165,0.0167791,-12.4676,4,4.25407,-0.0134958,-14.3581,-14.3716,0.108524,0.0222579,0.597894,0.0222579,0.597894,0.2,0.25,0.05,0.00139112,0,0,0.00139112
39.925,0.152,-2.881,150.604,-0.366361,0.206398,-19,-0.0238716,-2.97919,152,-0.360527,0.191695,-0.181616,0.0989974,-0.0743979,-3.13394,-0.384134,0.167059,-0.00216394,-17.0001,4,4.21105,-0.131165,-18.7571,-18.8882,0.103975,0.0222797,0.626435,0.0222797,0.626435,0.2,0.25,0.05,0.00139248,0,0,0.00139248
40.041,0.112,-2.859,149.552,-0.392683,0.230825,-14,-0.0651333,-2.9421,144.493,-0.441238,0.314817,-0.423402,0.538253,0.352835,-2.94231,-0.478673,0.380911,-0.00511721,-9.49268,4,4.15565,-0.0551745,-2.71869,-2.77386,0.101856,0.0222937,0.62788,0.0222937,0.62788,0.2,0.25,0.05,0.00139336,0,0,0.00139336
40.148,0.07,-2.835,147.536,-0.409631,0.260601,-19,-0.113747,-2.9089,145.459,-0.439985,0.302855,-0.23346,0.256061,-0.33173,-2.67414,-0.40903,0.257071,-0.0160121,-10.4591,4,4.09782,-0.188599,-10.2261,-10.4147,0.105775,0.0222503,0.609094,0.0222503,0.609094,0.2,0.25,0.05,0.00139064,0,0,0.00139064
40.264,0.026,-2.807,146.572,-0.431059,0.284536,-9,-0.162254,-2.88034,149.199,-0.45043,0.268518,-0.168691,0.000959267,-0.0727653,-2.88988,-0.440852,0.229958,-0.0301173,-14.1993,4,4.04341,-0.304394,-15.6812,-15.9856,0.103638,0.0222644,0.623638,0.0222644,0.623638,0.2,0.25,0.05,0.00139152,0,0,0.00139152
40.373,-0.018,-2.779,145.607,-0.430335,0.294574,-10,-0.213055,-2.84295,146.5,-0.467624,0.309518,-0.163251,0.162478,-0.251153,-2.71007,-0.466681,0.3346,-0.0396007,-11.4996,4,3.98113,-0.347768,-8.12053,-8.4683,0.105392,0.0222339,0.613394,0.0222339,0.613394,0.2,0.25,0.05,0.00138962,0,0,0.00138962
40.491,-0.058,-2.751,143.591,-0.393951,0.290539,-16,-0.24686,-2.80569,145.327,-0.451887,0.312589,-0.0387273,0.0975619,0.561484,-2.73229,-0.435314,0.30271,-0.0371595,-10.3267,4,3.93086,-0.252653,-8.39949,-8.65214,0.102248,0.0222621,0.628499,0.0222621,0.628499,0.2,0.25,0.05,0.00139138,0,0,0.00139138
40.608,-0.099,-2.722,143.591,-0.404414,0.298255,-8,-0.286348,-2.76128,142.864,-0.413368,0.313039,0.123187,0.0481592,0.0761262,-2.37798,-0.389803,0.304591,-0.0336802,-7.86373,4,3.87151,-0.221087,-5.18274,-5.40383,0.101075,0.0222876,0.628411,0.0222876,0.628411,0.2,0.25,0.05,0.00139298,0,0,0.00139298
40.711,-0.141,-2.692,142.627,-0.405695,0.309875,-9,-0.324473,-2.72334,143.908,-0.393841,0.287106,0.148416,-0.0835908,-0.193155,-2.30488,-0.389964,0.264473,-0.0338119,-8.9083,4,3.81773,-0.244366,-8.93021,-9.17458,0.107561,0.0222206,0.600716,0.0222206,0.600716,0.2,0.25,0.05,0.00138879,0,0,0.00138879
40.837,-0.183,-2.66,141.575,-0.414039,0.328457,-5,-0.373119,-2.68732,145.049,-0.433974,0.303324,-0.0875551,0.0233752,-0.0475616,-2.81647,-0.468541,0.318944,-0.0427359,-10.0486,4,3.75795,-0.358693,-9.85824,-10.2169,0.0998618,0.022302,0.641031,0.022302,0.641031,0.2,0.25,0.05,0.00139387,0,0,0.00139387
