SimTime,X_true,Y_true,Heading_true,Vx_true,Vy_true,RotVel_true,X_est,Y_est,Heading_est,Vx_est,Vy_est,Ax_est,Ay_est,x_meas,y_meas,vx_meas,vy_meas,LateralError,HeadingError,CurrentSegment,DistanceToNext,LateralControl,HeadingControl,u_psi,P_trace,K_x_gain,K_xdot_gain,K_y_gain,K_ydot_gain,Q_std,R_pos_std,R_vel_std,P_xx,P_xy,P_yx,P_yy
16.047,1.803,3.205,-4.81837e-14,0.4275,-3.59512e-16,-8,1.91528,3.26484,-2.30795,0.418827,-0.01688,0.0441603,-0.0603904,1.38121,3.17789,0.423262,-0.0508245,-0.26484,2.30795,1,1.11658,-1.87218,6.10261,4.23043,0.102911,0.0223051,0.62482,0.0223051,0.62482,0.2,0.25,0.05,0.00139407,0,0,0.00139407
16.148,1.845,3.205,-4.81837e-14,0.4225,-3.55307e-16,-6,1.94042,3.26648,1.72087,0.375274,0.0112747,-0.14232,0.079577,1.42953,3.23938,0.34551,0.0344558,-0.266478,-1.72087,1,1.09257,-1.93032,-5.13881,-7.06913,0.109092,0.0222233,0.597582,0.0222233,0.597582,0.2,0.25,0.05,0.00138895,0,0,0.00138895
16.266,1.888,3.204,-4.81837e-14,0.4295,-3.61194e-16,4,1.98428,3.26671,5.39588,0.381124,0.0359992,-0.0496158,0.143919,1.88428,3.1081,0.395076,0.0458965,-0.26671,-5.39588,1,1.05016,-1.92173,-7.65927,-9.581,0.104037,0.0222456,0.627007,0.0222456,0.627007,0.2,0.25,0.05,0.00139035,0,0,0.00139035
16.387,1.931,3.204,-0.964288,0.431439,-0.0072618,-7,2.03378,3.27756,6.31358,0.415068,0.0459235,0.106573,0.110001,1.97368,3.56309,0.43809,0.0402057,-0.277555,-6.31358,1,1.00529,-2.06293,-6.36481,-8.42774,0.0995102,0.0222941,0.637236,0.0222941,0.637236,0.2,0.25,0.05,0.00139338,0,0,0.00139338
16.493,1.973,3.204,-1.92858,0.413266,-0.0139158,-10,2.07376,3.27848,3.31107,0.372933,0.0215755,-0.107034,-0.0328304,2.17297,3.28064,0.338004,-0.00163271,-0.278483,-3.31107,1,0.967196,-2.01138,-0.430651,-2.44203,0.105122,0.0222466,0.607954,0.0222466,0.607954,0.2,0.25,0.05,0.00139041,0,0,0.00139041
16.61,2.013,3.203,-1.92858,0.402272,-0.0135456,-8,2.11918,3.27972,-1.41933,0.361946,-0.00896798,-0.10273,-0.140712,2.22286,3.38358,0.362343,-0.0255491,-0.279717,1.41933,1,0.924169,-2.02156,4.91617,2.89461,0.10323,0.0222695,0.624281,0.0222695,0.624281,0.2,0.25,0.05,0.00139185,0,0,0.00139185
16.729,2.054,3.201,-2.98053,0.415937,-0.0216566,-2,2.16751,3.27767,-2.75283,0.398588,-0.0191653,0.088216,-0.114524,2.15474,3.24091,0.427112,-0.0151632,-0.277671,2.75283,1,0.877572,-1.98685,3.48607,1.49922,0.100619,0.0223083,0.631701,0.0223083,0.631701,0.2,0.25,0.05,0.00139427,0,0,0.00139427
16.843,2.097,3.199,-1.92858,0.42426,-0.014286,3,2.22144,3.27845,-3.31304,0.423077,-0.0244911,0.139993,-0.0863831,2.49142,3.39949,0.43044,-0.0204259,-0.278452,3.31304,1,0.826856,-2.00979,3.42401,1.41422,0.102033,0.0223154,0.622127,0.0223154,0.622127,0.2,0.25,0.05,0.00139471,0,0,0.00139471
16.946,2.139,3.197,-1.92858,0.419262,-0.0141177,1,2.27374,3.26921,-7.38753,0.471307,-0.0611077,0.273946,-0.196427,2.44017,3.14542,0.493045,-0.0789934,-0.269214,7.38753,1,0.774554,-1.87376,10.209,8.33525,0.10829,0.0222475,0.599397,0.0222475,0.599397,0.2,0.25,0.05,0.00139047,0,0,0.00139047
17.06,2.18,3.196,-1.92858,0.416264,-0.0140167,1,2.30836,3.25658,-4.04787,0.417151,-0.0295203,-0.0637468,0.0307468,1.84656,2.76218,0.366968,0.00609202,-0.25658,4.04787,1,0.737695,-1.76759,1.0065,-0.761083,0.105751,0.0222455,0.619174,0.0222455,0.619174,0.2,0.25,0.05,0.00139035,0,0,0.00139035
17.177,2.22,3.194,-0.964288,0.401443,-0.00675693,8,2.34862,3.25319,-5.8967,0.388454,-0.0401202,-0.143593,-0.0266492,2.10528,3.32652,0.377172,-0.0488467,-0.253195,5.8967,1,0.698857,-1.80217,6.72922,4.92705,0.102195,0.0222649,0.629192,0.0222649,0.629192,0.2,0.25,0.05,0.00139156,0,0,0.00139156
17.293,2.263,3.193,-0.964288,0.42544,-0.00716083,-1,2.39965,3.25845,6.59016,0.398655,0.0460566,-0.0411543,0.323712,2.55583,3.19865,0.413832,0.0994624,-0.258447,-6.59016,1,0.653618,-1.89342,-15.6192,-17.5127,0.101466,0.0222818,0.626773,0.0222818,0.626773,0.2,0.25,0.05,0.00139261,0,0,0.00139261
17.411,2.305,3.192,-0.964288,0.418441,-0.00704302,5,2.44931,3.25081,1.23558,0.397252,0.00856803,-0.0296059,0.0333516,2.5591,3.00422,0.39872,-0.0348125,-0.25081,-1.23558,1,0.605115,-1.75923,2.97198,1.21275,0.100727,0.022315,0.628657,0.022315,0.628657,0.2,0.25,0.05,0.00139469,0,0,0.00139469
17.54,2.345,3.191,-2.98053,0.410943,-0.0213966,-18,2.50704,3.25178,1.14729,0.420077,0.00841273,0.0685966,0.0163739,2.64886,3.25991,0.433786,0.00594958,-0.251783,-1.14729,1,0.553536,-1.81826,-0.970963,-2.78923,0.09566,0.0224287,0.647857,0.0224287,0.647857,0.2,0.25,0.05,0.0014018,0,0,0.0014018
17.659,2.39,3.189,-2.98053,0.441901,-0.0230085,-4,2.55538,3.25032,-0.0835976,0.478515,-0.000698178,0.266131,-0.0246874,2.16072,3.2017,0.510018,-0.00690065,-0.250318,0.0835976,1,0.510246,-1.79343,1.00616,-0.787273,0.0980032,0.0224771,0.630853,0.0224771,0.630853,0.2,0.25,0.05,0.00140482,0,0,0.00140482
17.76,2.434,3.187,-2.98053,0.441901,-0.0230085,-3,2.59743,3.24719,0.548299,0.434777,0.00416078,-0.0178826,0.00791374,2.66306,3.07476,0.386242,0.0100688,-0.247189,-0.548299,2,0.472404,-1.75745,-1.05654,-2.81399,0.107968,0.0223975,0.594118,0.0223975,0.594118,0.2,0.25,0.05,0.00139984,0,0,0.00139984
17.877,2.479,3.184,-3.94481,0.447437,-0.0308548,-1,2.65016,3.2328,-14.6838,0.426009,-0.111633,-0.0469928,-0.46176,2.77496,3.21491,0.421341,-0.182281,0.349842,-75.3162,2,6.24261,6.1929,-125.298,-100,0.104817,0.0224144,0.622412,0.0224144,0.622412,0.2,0.25,0.05,0.0014009,0,0,0.0014009
17.993,2.524,3.181,-3.94481,0.447437,-0.0308548,-3,2.6985,3.22099,-11.5832,0.486311,-0.099677,0.219659,-0.19991,2.29933,3.04516,0.527321,-0.059926,0.301498,-78.4168,2,6.2283,1.87071,-72.9807,-71.11,0.102306,0.0224239,0.627407,0.0224239,0.627407,0.2,0.25,0.05,0.0014015,0,0,0.0014015
18.102,2.565,3.178,-4.9091,0.411983,-0.0353853,-15,2.75933,3.21421,-9.16976,0.449109,-0.0724964,-0.0349629,-0.00408344,3.38979,3.17523,0.407415,-0.0414438,0.240666,-80.8302,2,6.21887,1.33097,-74.74,-73.409,0.104924,0.0223876,0.613225,0.0223876,0.613225,0.2,0.25,0.05,0.00139922,0,0,0.00139922
18.218,2.603,3.175,-7.97729,0.376818,-0.052806,-26,2.80546,3.21311,-0.898117,0.374451,-0.00587004,-0.317649,0.263141,2.94549,3.16372,0.331276,0.0347431,0.194539,-89.1019,2,6.21615,1.11438,-86.6093,-85.495,0.10319,0.0223957,0.624151,0.0223957,0.624151,0.2,0.25,0.05,0.00139973,0,0,0.00139973
18.319,2.637,3.17,-11.9221,0.338047,-0.071374,-37,2.84316,3.20365,2.41793,0.33076,0.0139666,-0.367255,0.24295,2.97399,2.78622,0.322302,0.0115028,0.156842,-92.4179,2,6.20563,0.860534,-86.131,-85.2705,0.109201,0.0223073,0.597628,0.0223073,0.597628,0.2,0.25,0.05,0.0013942,0,0,0.0013942
18.436,2.668,3.164,-15.9546,0.29854,-0.0853488,-43,2.86605,3.19524,-17.1876,0.233108,-0.0721039,-0.582614,-0.220246,2.57482,3.30423,0.201808,-0.141196,0.133954,-72.8124,2,6.19669,0.823616,-50.45,-49.6264,0.104536,0.0223179,0.625258,0.0223179,0.625258,0.2,0.25,0.05,0.00139487,0,0,0.00139487
18.556,2.697,3.155,-19.8994,0.285379,-0.103302,-43,2.89917,3.18358,-14.0494,0.269445,-0.0674271,-0.164877,-0.0948296,2.71193,2.94358,0.331301,-0.0483736,0.100834,-75.9506,2,6.1844,0.527288,-70.7091,-70.1818,0.100166,0.022355,0.635396,0.022355,0.635396,0.2,0.25,0.05,0.00139719,0,0,0.00139719
18.664,2.726,3.145,-24.8962,0.282553,-0.131134,-43,2.92921,3.16602,-22.8011,0.252359,-0.106088,-0.163417,-0.202617,3.0099,2.89469,0.252402,-0.122711,0.0707939,-67.1989,2,6.16642,0.309448,-53.1859,-52.8765,0.104431,0.0223171,0.611798,0.0223171,0.611798,0.2,0.25,0.05,0.00139482,0,0,0.00139482
18.784,2.756,3.131,-28.841,0.283374,-0.15605,-43,2.95808,3.15406,-28.7854,0.294676,-0.161902,0.0861657,-0.331197,2.59375,3.43366,0.332814,-0.181785,0.0419223,-61.2146,2,6.15421,0.12861,-50.6048,-50.4762,0.101418,0.0223585,0.630402,0.0223585,0.630402,0.2,0.25,0.05,0.00139741,0,0,0.00139741
18.883,2.785,3.115,-32.8735,0.280937,-0.181562,-43,2.97838,3.13371,-44.8193,0.23366,-0.232191,-0.195961,-0.485142,2.9533,3.22332,0.186315,-0.258238,0.0216245,-45.1807,2,6.13375,0.00807586,-26.0864,-26.0784,0.109353,0.0222623,0.594106,0.0222623,0.594106,0.2,0.25,0.05,0.00139139,0,0,0.00139139
18.999,2.814,3.096,-36.8183,0.275786,-0.206452,-43,3.00745,3.1011,-50.7944,0.243425,-0.298409,-0.0638293,-0.524485,2.97519,3.04842,0.263297,-0.30418,-0.0074544,-39.2056,2,6.10111,-0.234161,-30.6491,-30.8833,0.105386,0.0222703,0.6222,0.0222703,0.6222,0.2,0.25,0.05,0.0013919,0,0,0.0013919
19.118,2.842,3.075,-40.8507,0.26588,-0.229913,-33,3.02317,3.06858,-51.8399,0.218971,-0.278661,-0.121938,-0.199187,2.54701,2.90372,0.211639,-0.230347,-0.0231682,-38.1601,2,6.06863,-0.261886,-33.5534,-33.8153,0.100958,0.0223025,0.633506,0.0223025,0.633506,0.2,0.25,0.05,0.0013939,0,0,0.0013939
19.226,2.869,3.051,-43.8313,0.257173,-0.246889,-31,3.03575,3.04323,-57.0205,0.200062,-0.308311,-0.137301,-0.236832,2.60542,3.35339,0.198618,-0.315042,-0.0357465,-32.9794,2,6.04333,-0.34123,-25.3643,-25.7055,0.104678,0.0222657,0.61204,0.0222657,0.61204,0.2,0.25,0.05,0.00139161,0,0,0.00139161
19.342,2.895,3.027,-46.8118,0.240566,-0.256282,-34,3.05776,3.01648,-56.0613,0.18373,-0.273021,-0.138738,0.0103137,3.04781,3.13445,0.183536,-0.235748,-0.0577558,-33.9387,2,6.01676,-0.552451,-31.289,-31.8415,0.103275,0.0222808,0.623423,0.0222808,0.623423,0.2,0.25,0.05,0.00139255,0,0,0.00139255
19.457,2.919,3,-49.7923,0.236598,-0.2799,-26,3.08931,2.98867,-48.8242,0.238037,-0.27214,0.136561,0.00636508,3.19569,3.14779,0.279766,-0.273135,-0.0893113,-41.1758,2,5.98934,-0.840606,-42.7221,-43.5627,0.10255,0.022291,0.624118,0.022291,0.624118,0.2,0.25,0.05,0.00139319,0,0,0.00139319
19.558,2.942,2.973,-52.8605,0.212221,-0.280205,-32,3.10306,2.96827,-51.5516,0.197893,-0.249246,-0.0795927,0.093554,2.91271,3.15958,0.162451,-0.235188,-0.103057,-38.4484,2,5.96916,-0.840002,-32.1733,-33.0133,0.109122,0.0222091,0.596888,0.0222091,0.596888,0.2,0.25,0.05,0.00138807,0,0,0.00138807
19.668,2.962,2.947,-56.8053,0.179301,-0.274057,-42,3.13152,2.94409,-47.4789,0.207438,-0.226212,-0.00833531,0.144984,3.35286,2.99378,0.217973,-0.218365,-0.13152,-42.5211,2,5.94554,-1.13325,-41.6012,-42.7344,0.108057,0.02218,0.611477,0.02218,0.611477,0.2,0.25,0.05,0.00138625,0,0,0.00138625
19.776,2.979,2.92,-59.7859,0.162293,-0.278689,-33,3.15266,2.91242,-60.3012,0.153966,-0.269944,-0.22698,-0.0968724,3.38611,2.87482,0.119529,-0.307377,-0.152661,-29.6988,2,5.91439,-1.2401,-16.0437,-17.2838,0.107476,0.0221384,0.612011,0.0221384,0.612011,0.2,0.25,0.05,0.00138365,0,0,0.00138365
19.893,2.995,2.893,-64.7826,0.133142,-0.282718,-43,3.15236,2.8713,-73.5685,0.098264,-0.333196,-0.333212,-0.301918,2.56258,2.76349,0.0840024,-0.3633,-0.152357,-16.4315,2,5.87328,-1.0951,-4.58273,-5.67783,0.102989,0.0221563,0.628615,0.0221563,0.628615,0.2,0.25,0.05,0.00138477,0,0,0.00138477
20.01,3.009,2.862,-67.7631,0.128858,-0.315176,-33,3.15481,2.82971,-68.9888,0.146905,-0.382477,0.0231708,-0.357457,2.34728,2.88561,0.202594,-0.390975,-0.154813,-21.0112,2,5.83177,-1.12977,-22.4329,-23.5626,0.101108,0.0221817,0.629345,0.0221817,0.629345,0.2,0.25,0.05,0.00138636,0,0,0.00138636
20.131,3.023,2.827,-69.7794,0.129786,-0.352357,-21,3.16438,2.78799,-73.2922,0.114403,-0.381139,-0.110086,-0.186554,2.99627,2.84808,0.0949757,-0.355803,-0.164384,-16.7078,2,5.79033,-1.24051,-11.8361,-13.0766,0.0991069,0.0222399,0.634559,0.0222399,0.634559,0.2,0.25,0.05,0.00139,0,0,0.00139
20.248,3.037,2.79,-72.7599,0.115142,-0.371045,-24,3.17813,2.7483,-67.1141,0.145414,-0.34448,0.0632218,0.0407206,2.96923,2.67982,0.172618,-0.309337,-0.178127,-22.8859,2,5.75106,-1.36709,-25.3498,-26.7169,0.100292,0.0222745,0.626802,0.0222745,0.626802,0.2,0.25,0.05,0.00139216,0,0,0.00139216
20.352,3.049,2.752,-73.7242,0.114206,-0.391169,-13,3.19368,2.69967,-73.422,0.124375,-0.417793,-0.0504715,-0.267921,3.35566,2.56075,0.105237,-0.468497,-0.193676,-16.578,2,5.70295,-1.50211,-9.46142,-10.9635,0.107157,0.022219,0.601088,0.022219,0.601088,0.2,0.25,0.05,0.00138869,0,0,0.00138869
20.468,3.059,2.715,-75.7404,0.0927376,-0.3649,-23,3.20519,2.65673,-75.0375,0.11231,-0.420245,-0.0739904,-0.155934,3.12471,2.82441,0.108946,-0.403724,-0.205188,-14.9625,2,5.66045,-1.54881,-12.2129,-13.7617,0.104522,0.0222361,0.622264,0.0222361,0.622264,0.2,0.25,0.05,0.00138976,0,0,0.00138976
20.586,3.069,2.677,-76.7924,0.0901354,-0.384065,-11,3.20301,2.61081,-82.1498,0.0550474,-0.399254,-0.25786,-0.00102988,2.81076,2.60052,0.0286467,-0.376162,-0.203008,-7.8502,2,5.61448,-1.44836,-1.64052,-3.08888,0.10135,0.022267,0.6307,0.022267,0.6307,0.2,0.25,0.05,0.00139168,0,0,0.00139168
20.696,3.077,2.638,-78.721,0.077746,-0.389823,-14,3.19639,2.57587,-81.5311,0.0501357,-0.336716,-0.154039,0.24626,2.56595,2.62184,0.0679906,-0.297806,-0.196387,-8.46889,2,5.57932,-1.37065,-8.1282,-9.49885,0.104037,0.022246,0.615222,0.022246,0.615222,0.2,0.25,0.05,0.00139038,0,0,0.00139038
20.797,3.086,2.596,-78.721,0.0843959,-0.423166,-3,3.19796,2.54043,-84.9303,0.0353494,-0.39846,-0.148658,-0.115508,3.07224,2.90021,0.0364955,-0.459117,-0.197957,-5.06971,2,5.54397,-1.43648,-1.53377,-2.97025,0.110186,0.0221643,0.595114,0.0221643,0.595114,0.2,0.25,0.05,0.00138527,0,0,0.00138527
20.916,3.094,2.553,-79.7729,0.0775006,-0.429565,-10,3.20199,2.49699,-85.3884,0.0319498,-0.396097,-0.0905061,-0.0528698,3.16229,2.62277,0.0405571,-0.387237,-0.201988,-4.61158,2,5.5007,-1.47871,-3.80394,-5.28265,0.103863,0.0221934,0.629255,0.0221934,0.629255,0.2,0.25,0.05,0.00138708,0,0,0.00138708
21.033,3.102,2.51,-80.7372,0.0702604,-0.430808,-10,3.20123,2.45018,-82.4532,0.0464092,-0.350304,0.0129811,0.155867,2.88483,2.14972,0.0626739,-0.318362,-0.201228,-7.54675,2,5.45389,-1.44416,-9.0499,-10.4941,0.101116,0.0222165,0.630598,0.0222165,0.630598,0.2,0.25,0.05,0.00138853,0,0,0.00138853
21.149,3.109,2.465,-81.7015,0.0654539,-0.448752,-5,3.20586,2.39375,-80.5244,0.0657106,-0.393702,0.0848063,-0.0771361,3.06526,1.9949,0.0770575,-0.428332,-0.205858,-9.47557,2,5.39767,-1.51092,-10.0245,-11.5354,0.101251,0.0222375,0.625995,0.0222375,0.625995,0.2,0.25,0.05,0.00138984,0,0,0.00138984
21.261,3.116,2.421,-82.7534,0.0553121,-0.434997,-11,3.21249,2.35015,-82.6686,0.0530628,-0.412426,-0.00389268,-0.118743,3.2835,2.45222,0.0389692,-0.419203,-0.212486,-7.3314,2,5.35437,-1.57251,-4.87526,-6.44777,0.10354,0.0222329,0.617081,0.0222329,0.617081,0.2,0.25,0.05,0.00138956,0,0,0.00138956
21.379,3.121,2.379,-83.7177,0.0465611,-0.422945,-12,3.22422,2.30892,-75.8806,0.0951483,-0.378258,0.163284,0.0689918,3.22609,2.40203,0.120353,-0.350182,-0.224222,-14.1194,2,5.31366,-1.686,-17.8848,-19.5708,0.101772,0.0222675,0.62763,0.0222675,0.62763,0.2,0.25,0.05,0.00139172,0,0,0.00139172
21.495,3.126,2.336,-83.7177,0.0474365,-0.430897,-6,3.22714,2.27049,-84.4084,0.0349295,-0.356779,-0.1472,0.119193,3.2705,2.41541,-0.0125966,-0.349473,-0.227139,-5.59156,2,5.27538,-1.6535,1.58404,-0.0694587,0.101578,0.0222894,0.6257,0.0222894,0.6257,0.2,0.25,0.05,0.00139309,0,0,0.00139309
21.612,3.13,2.296,-85.734,0.0297178,-0.398393,-17,3.21591,2.23781,-89.8627,0.000919372,-0.383714,-0.203298,-0.0509905,2.67427,2.84112,-0.00628023,-0.411161,-0.215915,-0.13728,2,5.24226,-1.48552,4.07205,2.58654,0.10129,0.0223176,0.626586,0.0223176,0.626586,0.2,0.25,0.05,0.00139485,0,0,0.00139485
21.719,3.133,2.253,-86.6983,0.0250248,-0.433779,-6,3.21464,2.18922,-81.5109,0.0574477,-0.384891,0.11748,-0.0277457,2.76183,1.84162,0.110182,-0.380371,-0.214643,-8.48912,2,5.19366,-1.53687,-14.6651,-16.202,0.105848,0.0222774,0.607931,0.0222774,0.607931,0.2,0.25,0.05,0.00139233,0,0,0.00139233
21.828,3.135,2.207,-85.734,0.0346274,-0.46421,3,3.22668,2.15175,-83.7446,0.0454589,-0.414721,0.0104241,-0.14283,3.59086,2.50817,0.0278154,-0.433611,-0.226678,-6.2554,2,5.15674,-1.71158,-3.7855,-5.49709,0.107147,0.0222454,0.609989,0.0222454,0.609989,0.2,0.25,0.05,0.00139034,0,0,0.00139034
21.943,3.138,2.163,-87.7502,0.0169783,-0.432167,-16,3.22203,2.09368,-89.5982,0.00321061,-0.457825,-0.160126,-0.244995,3.01832,1.81983,-0.0219613,-0.472543,-0.222027,-0.401795,2,5.09852,-1.56948,4.21946,2.64999,0.104127,0.02225,0.623737,0.02225,0.623737,0.2,0.25,0.05,0.00139063,0,0,0.00139063
22.056,3.139,2.12,-88.7145,0.00968046,-0.431391,-6,3.23354,2.03034,-88.6751,0.011249,-0.486372,-0.0631495,-0.240828,3.63119,1.58616,0.0251475,-0.484664,-0.233541,-1.32493,2,5.03576,-1.75486,-1.92767,-3.68253,0.103522,0.022244,0.621534,0.022244,0.621534,0.2,0.25,0.05,0.00139025,0,0,0.00139025
22.174,3.141,2.074,-87.7502,0.0181953,-0.463143,3,3.23538,1.96626,-85.7855,0.038244,-0.518992,0.0745417,-0.253895,3.08125,1.76625,0.0593061,-0.520444,-0.23538,-4.21445,2,4.97184,-1.70596,-5.99689,-7.70284,0.101352,0.0222735,0.629239,0.0222735,0.629239,0.2,0.25,0.05,0.00139209,0,0,0.00139209
22.29,3.142,2.029,-88.7145,0.0101516,-0.452386,-4,3.24333,1.90827,-84.7558,0.0425666,-0.463763,0.0549048,0.0822437,3.4028,1.59487,0.0391598,-0.41156,-0.243329,-5.24421,2,4.9143,-1.80131,-5.51874,-7.32004,0.1014,0.0222933,0.625777,0.0222933,0.625777,0.2,0.25,0.05,0.00139333,0,0,0.00139333
22.391,3.143,1.985,-88.7145,0.00979264,-0.43639,-8,3.24956,1.87283,-87.4631,0.0191342,-0.431872,-0.0667602,0.171513,3.48729,2.23115,-0.00167406,-0.417719,-0.249564,-2.53685,2,4.87922,-1.84131,0.129335,-1.71197,0.108829,0.0222132,0.596193,0.0222132,0.596193,0.2,0.25,0.05,0.00138833,0,0,0.00138833
22.493,3.143,1.942,-89.6788,0.00239669,-0.427493,-7,3.249,1.83824,-93.3954,-0.0249321,-0.42022,-0.22451,0.139719,3.35411,2.25454,-0.0507786,-0.426208,-0.249004,3.39544,2,4.84465,-1.78888,8.29027,6.50139,0.112192,0.0221348,0.595004,0.0221348,0.595004,0.2,0.25,0.05,0.00138342,0,0,0.00138342
22.604,3.143,1.898,-89.6788,0.00245276,-0.437493,-2,3.24949,1.79206,-86.99,0.0244512,-0.465012,0.0852388,-0.114233,3.05742,2.09926,0.0715977,-0.504,-0.249492,-3.00995,2,4.79855,-1.7995,-7.90251,-9.70202,0.107998,0.0221086,0.616269,0.0221086,0.616269,0.2,0.25,0.05,0.00138179,0,0,0.00138179
22.722,3.143,1.855,-89.6788,0.00243033,-0.433493,6,3.25564,1.75232,-85.8664,0.029943,-0.414324,0.064702,0.134545,3.40112,2.10985,0.0265709,-0.378873,-0.255639,-4.13356,2,4.75919,-1.87811,-4.57719,-6.4553,0.102146,0.0221321,0.632611,0.0221321,0.632611,0.2,0.25,0.05,0.00138325,0,0,0.00138325
22.838,3.143,1.811,-90.7307,-0.00554132,-0.434465,-10,3.25903,1.69928,-88.0874,0.0140667,-0.421245,-0.0285082,0.0487881,3.37091,1.565,-0.00034539,-0.433889,-0.259035,-1.91258,2,4.70642,-1.88613,0.00184825,-1.88428,0.101134,0.0221516,0.627957,0.0221516,0.627957,0.2,0.25,0.05,0.00138447,0,0,0.00138447
22.94,3.142,1.768,-90.7307,-0.00542654,-0.425465,-6,3.2559,1.65295,-91.4818,-0.0111422,-0.430732,-0.1173,-0.00821029,3.18397,1.57243,-0.0257118,-0.440009,-0.255896,1.4818,2,4.65998,-1.82029,4.32866,2.50838,0.108083,0.0220818,0.598691,0.0220818,0.598691,0.2,0.25,0.05,0.00138011,0,0,0.00138011
23.058,3.141,1.725,-91.695,-0.0128522,-0.43431,-2,3.25687,1.60178,-91.7244,-0.0133566,-0.443664,-0.0719756,-0.057092,3.33086,1.65651,-0.00679609,-0.451072,-0.256869,1.72438,2,4.60894,-1.8554,1.73695,-0.11845,0.103847,0.0221133,0.626234,0.0221133,0.626234,0.2,0.25,0.05,0.00138208,0,0,0.00138208
23.164,3.14,1.681,-90.7307,-0.00559233,-0.438464,2,3.24606,1.56166,-95.5876,-0.0426514,-0.435963,-0.154439,-0.0059299,2.96302,1.80994,-0.0551362,-0.428381,-0.246058,5.58762,2,4.56829,-1.69818,8.30898,6.6108,0.10659,0.0220692,0.608912,0.0220692,0.608912,0.2,0.25,0.05,0.00137932,0,0,0.00137932
23.266,3.139,1.637,-90.7307,-0.00559233,-0.438464,2,3.23764,1.53164,-92.0273,-0.0141871,-0.400796,0.0351801,0.134027,2.84585,1.98797,0.0174817,-0.37896,-0.23764,2.02727,2,4.53786,-1.65159,-1.31695,-2.96854,0.110594,0.0219974,0.597569,0.0219974,0.597569,0.2,0.25,0.05,0.00137484,0,0,0.00137484
23.386,3.138,1.594,-89.6788,0.00237427,-0.423493,7,3.22529,1.49407,-89.298,0.00398855,-0.325527,0.100712,0.369604,2.65533,1.59538,0.0149047,-0.29168,-0.225293,-0.701988,2,4.49971,-1.54802,-2.67873,-4.22675,0.103144,0.0220379,0.632544,0.0220379,0.632544,0.2,0.25,0.05,0.00137737,0,0,0.00137737
23.503,3.138,1.55,-90.7307,-0.00569436,-0.446464,-3,3.21421,1.44598,-92.3787,-0.0171325,-0.412434,-0.0217142,-0.141828,2.85156,1.6314,-0.0345044,-0.489429,-0.214209,2.37869,2,4.45114,-1.4741,4.51058,3.03648,0.100747,0.022068,0.63094,0.022068,0.63094,0.2,0.25,0.05,0.00137925,0,0,0.00137925
23.62,3.137,1.504,-90.7307,-0.00587291,-0.460463,-4,3.23332,1.38917,-79.8926,0.0757439,-0.424904,0.342408,-0.119536,3.63264,1.02299,0.130242,-0.420553,-0.233325,-10.1074,2,4.39537,-1.79757,-18.7014,-20.499,0.100723,0.0221033,0.627512,0.0221033,0.627512,0.2,0.25,0.05,0.00138145,0,0,0.00138145
23.727,3.136,1.458,-90.7307,-0.0058474,-0.458463,3,3.22099,1.34234,-92.1903,-0.0154011,-0.402672,-0.162429,0.0242343,2.94991,1.10873,-0.0964413,-0.378881,-0.220988,2.19033,2,4.34795,-1.5081,12.3152,10.8071,0.105683,0.0220721,0.607632,0.0220721,0.607632,0.2,0.25,0.05,0.00137951,0,0,0.00137951
23.845,3.136,1.415,-92.747,-0.0204881,-0.427009,-21,3.2175,1.30335,-90.4446,-0.00301956,-0.389124,-0.0336693,0.0611526,3.01273,1.61891,0.0167901,-0.384368,-0.217498,0.4446,2,4.30885,-1.54469,-0.93135,-2.47604,0.102806,0.0221105,0.626726,0.0221105,0.626726,0.2,0.25,0.05,0.00138191,0,0,0.00138191
23.95,3.133,1.369,-93.7113,-0.0294838,-0.454545,-9,3.21549,1.25709,-97.2386,-0.0540146,-0.425264,-0.228439,-0.110037,3.41585,1.23858,-0.08585,-0.452819,-0.215489,7.23863,2,4.26254,-1.53774,12.3382,10.8005,0.10692,0.0220629,0.605977,0.0220629,0.605977,0.2,0.25,0.05,0.00137893,0,0,0.00137893
24.067,3.13,1.323,-93.7113,-0.0301958,-0.465522,-2,3.21167,1.19332,-87.6975,0.0208079,-0.517499,0.183695,-0.424296,2.82282,1.04338,0.08343,-0.564168,-0.211673,-2.30254,2,4.19866,-1.50057,-9.41164,-10.9122,0.103525,0.0220897,0.625735,0.0220897,0.625735,0.2,0.25,0.05,0.00138061,0,0,0.00138061
24.185,3.127,1.279,-92.747,-0.0207277,-0.432003,10,3.206,1.13954,-89.7671,0.00206444,-0.507864,0.0288156,-0.192721,3.01478,1.25748,-0.020593,-0.473559,-0.206004,-0.232903,2,4.14466,-1.44864,1.36892,-0.0797194,0.100943,0.0221267,0.630784,0.0221267,0.630784,0.2,0.25,0.05,0.00138292,0,0,0.00138292
24.308,3.124,1.233,-93.7113,-0.0298074,-0.459534,-11,3.18375,1.07155,-102.391,-0.12162,-0.553587,-0.454106,-0.276188,2.91128,1.01829,-0.192163,-0.565762,-0.183754,12.3908,2,4.07569,-1.19278,20.3885,19.1957,0.0980725,0.0222024,0.638432,0.0222024,0.638432,0.2,0.25,0.05,0.00138765,0,0,0.00138765
